Fund Holdings as of,"30/Aug/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"ODFL","OLD DOMINION FREIGHT LINE INC","Equity","0.04","293.84","67,079.00","19,710,493.36","19,710,493.36","Industrials","US6795801009","NASDAQ","United States","USD"
"ETSY","ETSY INC","Equity","0.04","217.71","90,472.00","19,696,659.12","19,696,659.12","Consumer Discretionary","US29786A1060","NASDAQ","United States","USD"
"FNV","FRANCO NEVADA CORP","Equity","0.04","144.14","136,453.00","19,668,266.16","19,668,266.16","Materials","CA3518581051","Toronto Stock Exchange","Canada","CAD"
"HEIA","HEINEKEN NV","Equity","0.04","109.35","179,446.00","19,622,982.12","19,622,982.12","Consumer Staples","NL0000009165","Euronext Amsterdam","Netherlands","EUR"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Equity","0.04","101.94","192,486.00","19,622,022.84","19,622,022.84","Materials","NL0009434992","New York Stock Exchange Inc.","United States","USD"
"KNEBV","KONE","Equity","0.04","84.43","231,808.00","19,572,394.15","19,572,394.15","Industrials","FI0009013403","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"UCG","UNICREDIT","Equity","0.04","12.39","1,579,829.00","19,572,422.49","19,572,422.49","Financials","IT0005239360","Borsa Italiana","Italy","EUR"
"BA.","BAE SYSTEMS PLC","Equity","0.04","7.86","2,488,460.00","19,548,178.40","19,548,178.40","Industrials","GB0002634946","London Stock Exchange","United Kingdom","GBP"
"AJG","ARTHUR J GALLAGHER","Equity","0.04","143.45","136,152.00","19,531,004.40","19,531,004.40","Financials","US3635761097","New York Stock Exchange Inc.","United States","USD"
"WY","WEYERHAEUSER REIT","Equity","0.04","36.27","537,801.00","19,506,042.27","19,506,042.27","Real Estate","US9621661043","New York Stock Exchange Inc.","United States","USD"
"TRMB","TRIMBLE INC","Equity","0.04","95.72","201,817.00","19,317,923.24","19,317,923.24","Information Technology","US8962391004","NASDAQ","United States","USD"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Equity","0.04","192.63","99,991.00","19,261,266.33","19,261,266.33","Real Estate","US59522J1034","New York Stock Exchange Inc.","United States","USD"
"4661","ORIENTAL LAND LTD","Equity","0.04","152.13","125,900.00","19,153,341.52","19,153,341.52","Consumer Discretionary","JP3198900007","Tokyo Stock Exchange","Japan","JPY"
"FMG","FORTESCUE METALS GROUP LTD","Equity","0.04","15.56","1,225,596.00","19,070,766.45","19,070,766.45","Materials","AU000000FMG4","Asx - All Markets","Australia","AUD"
"SPLK","SPLUNK INC","Equity","0.04","154.24","123,643.00","19,070,696.32","19,070,696.32","Information Technology","US8486371045","NASDAQ","United States","USD"
"AKZA","AKZO NOBEL NV","Equity","0.04","122.71","154,694.00","18,982,438.86","18,982,438.86","Materials","NL0013267909","Euronext Amsterdam","Netherlands","EUR"
"ENGI","ENGIE SA","Equity","0.04","14.25","1,319,116.00","18,801,613.62","18,801,613.62","Utilities","FR0010208488","Nyse Euronext - Euronext Paris","France","EUR"
"SSE","SSE PLC","Equity","0.04","22.29","843,228.00","18,793,148.92","18,793,148.92","Utilities","GB0007908733","London Stock Exchange","United Kingdom","GBP"
"HSY","HERSHEY FOODS","Equity","0.04","176.53","106,254.00","18,757,018.62","18,757,018.62","Consumer Staples","US4278661081","New York Stock Exchange Inc.","United States","USD"
"GBP","GBP CASH","Cash","0.04","137.57","13,557,584.00","18,651,845.76","18,651,845.76","Cash and/or Derivatives","-","-","United Kingdom","GBP"
"TEF","TELEFONICA SA","Equity","0.04","5.02","3,686,826.00","18,518,316.09","18,518,316.09","Communication","ES0178430E18","Bolsa De Madrid","Spain","EUR"
"GNRC","GENERAC HOLDINGS INC","Equity","0.04","442.70","41,836.00","18,520,797.20","18,520,797.20","Industrials","US3687361044","New York Stock Exchange Inc.","United States","USD"
"SOON","SONOVA HOLDING AG","Equity","0.04","392.34","47,058.00","18,462,578.68","18,462,578.68","Health Care","CH0012549785","SIX Swiss Exchange","Switzerland","CHF"
"4543","TERUMO CORP","Equity","0.04","40.73","449,500.00","18,306,373.69","18,306,373.69","Health Care","JP3546800008","Tokyo Stock Exchange","Japan","JPY"
"RWE","RWE AG","Equity","0.04","38.55","472,764.00","18,223,791.34","18,223,791.34","Utilities","DE0007037129","Xetra","Germany","EUR"
"8591","ORIX CORP","Equity","0.04","18.77","970,690.00","18,220,585.69","18,220,585.69","Financials","JP3200450009","Tokyo Stock Exchange","Japan","JPY"
"UPM","UPM-KYMMENE","Equity","0.04","40.88","445,268.00","18,204,129.86","18,204,129.86","Materials","FI0009005987","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"5108","BRIDGESTONE CORP","Equity","0.04","45.83","396,651.00","18,178,709.68","18,178,709.68","Consumer Discretionary","JP3830800003","Tokyo Stock Exchange","Japan","JPY"
"4523","EISAI LTD","Equity","0.04","81.48","222,540.00","18,132,438.92","18,132,438.92","Health Care","JP3160400002","Tokyo Stock Exchange","Japan","JPY"
"PAYC","PAYCOM SOFTWARE INC","Equity","0.04","488.85","36,946.00","18,061,052.10","18,061,052.10","Information Technology","US70432V1026","New York Stock Exchange Inc.","United States","USD"
"URI","UNITED RENTALS INC","Equity","0.04","354.35","50,853.00","18,019,760.55","18,019,760.55","Industrials","US9113631090","New York Stock Exchange Inc.","United States","USD"
"VMC","VULCAN MATERIALS","Equity","0.04","186.04","96,791.00","18,006,997.64","18,006,997.64","Materials","US9291601097","New York Stock Exchange Inc.","United States","USD"
"ALB","ALBEMARLE CORP","Equity","0.04","236.98","75,977.00","18,005,029.46","18,005,029.46","Materials","US0126531013","New York Stock Exchange Inc.","United States","USD"
"TSN","TYSON FOODS INC CLASS A","Equity","0.04","78.18","230,162.00","17,994,065.16","17,994,065.16","Consumer Staples","US9024941034","New York Stock Exchange Inc.","United States","USD"
"TRU","TRANSUNION","Equity","0.04","119.95","149,772.00","17,965,151.40","17,965,151.40","Industrials","US89400J1079","New York Stock Exchange Inc.","United States","USD"
"VFC","VF CORP","Equity","0.04","76.98","233,002.00","17,936,493.96","17,936,493.96","Consumer Discretionary","US9182041080","New York Stock Exchange Inc.","United States","USD"
"COO","COOPER INC","Equity","0.04","449.38","39,773.00","17,873,190.74","17,873,190.74","Health Care","US2166484020","New York Stock Exchange Inc.","United States","USD"
"WAT","WATER CORP","Equity","0.04","413.06","43,095.00","17,800,820.70","17,800,820.70","Health Care","US9418481035","New York Stock Exchange Inc.","United States","USD"
"OKE","ONEOK INC","Equity","0.04","53.04","335,545.00","17,797,306.80","17,797,306.80","Energy","US6826801036","New York Stock Exchange Inc.","United States","USD"
"PTON","PELOTON INTERACTIVE CLASS A INC","Equity","0.04","101.48","174,605.00","17,718,915.40","17,718,915.40","Consumer Discretionary","US70614W1009","NASDAQ","United States","USD"
"ED","CONSOLIDATED EDISON INC","Equity","0.04","75.70","233,639.00","17,686,472.30","17,686,472.30","Utilities","US2091151041","New York Stock Exchange Inc.","United States","USD"
"4519","CHUGAI PHARMACEUTICAL LTD","Equity","0.04","38.60","457,000.00","17,638,815.34","17,638,815.34","Health Care","JP3519400000","Tokyo Stock Exchange","Japan","JPY"
"DBK","DEUTSCHE BANK AG","Equity","0.04","12.33","1,427,934.00","17,602,992.32","17,602,992.32","Financials","DE0005140008","Xetra","Germany","EUR"
"EXR","EXTRA SPACE STORAGE REIT INC","Equity","0.04","185.65","94,498.00","17,543,553.70","17,543,553.70","Real Estate","US30225T1025","New York Stock Exchange Inc.","United States","USD"
"DTE","DTE ENERGY","Equity","0.04","120.40","145,114.00","17,471,725.60","17,471,725.60","Utilities","US2333311072","New York Stock Exchange Inc.","United States","USD"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Equity","0.04","67.01","260,394.00","17,449,001.94","17,449,001.94","Financials","US4165151048","New York Stock Exchange Inc.","United States","USD"
"NTAP","NETAPP INC","Equity","0.04","88.37","197,152.00","17,422,322.24","17,422,322.24","Information Technology","US64110D1046","NASDAQ","United States","USD"
"DELL","DELL TECHNOLOGIES INC CLASS C","Equity","0.04","98.15","177,453.00","17,417,011.95","17,417,011.95","Information Technology","US24703L2025","New York Stock Exchange Inc.","United States","USD"
"TEP","TELEPERFORMANCE","Equity","0.04","443.17","39,284.00","17,409,507.56","17,409,507.56","Industrials","FR0000051807","Nyse Euronext - Euronext Paris","France","EUR"
"6752","PANASONIC CORP","Equity","0.04","11.78","1,472,503.00","17,350,360.63","17,350,360.63","Consumer Discretionary","JP3866800000","Tokyo Stock Exchange","Japan","JPY"
"7751","CANON INC","Equity","0.04","23.37","739,464.00","17,278,045.15","17,278,045.15","Information Technology","JP3242800005","Tokyo Stock Exchange","Japan","JPY"
"VIAC","VIACOMCBS INC CLASS B","Equity","0.04","40.23","429,242.00","17,268,405.66","17,268,405.66","Communication","US92556H2067","NASDAQ","United States","USD"
"HZNP","HORIZON THERAPEUTICS PUBLIC PLC","Equity","0.04","108.72","158,745.00","17,258,756.40","17,258,756.40","Health Care","IE00BQPVQZ61","NASDAQ","United States","USD"
"VRSN","VERISIGN INC","Equity","0.04","216.15","79,666.00","17,219,805.90","17,219,805.90","Information Technology","US92343E1029","NASDAQ","United States","USD"
"XYL","XYLEM INC","Equity","0.04","136.48","126,073.00","17,206,443.04","17,206,443.04","Industrials","US98419M1009","New York Stock Exchange Inc.","United States","USD"
"KMX","CARMAX INC","Equity","0.04","126.49","135,542.00","17,144,707.58","17,144,707.58","Consumer Discretionary","US1431301027","New York Stock Exchange Inc.","United States","USD"
"O","REALTY INCOME REIT CORP","Equity","0.04","72.06","236,526.00","17,044,063.56","17,044,063.56","Real Estate","US7561091049","New York Stock Exchange Inc.","United States","USD"
"NTRS","NORTHERN TRUST CORP","Equity","0.04","118.06","144,039.00","17,005,244.34","17,005,244.34","Financials","US6658591044","NASDAQ","United States","USD"
"GLE","SOCIETE GENERALE SA","Equity","0.04","30.98","548,480.00","16,990,964.00","16,990,964.00","Financials","FR0000130809","Nyse Euronext - Euronext Paris","France","EUR"
"6971","KYOCERA CORP","Equity","0.04","61.40","275,514.00","16,916,140.96","16,916,140.96","Information Technology","JP3249600002","Tokyo Stock Exchange","Japan","JPY"
"9020","EAST JAPAN RAILWAY","Equity","0.04","68.43","245,396.00","16,792,896.74","16,792,896.74","Industrials","JP3783600004","Tokyo Stock Exchange","Japan","JPY"
"MDB","MONGODB INC CLASS A","Equity","0.04","396.18","42,142.00","16,695,606.85","16,695,606.85","Information Technology","US60937P1066","NASDAQ","United States","USD"
"GRMN","GARMIN LTD","Equity","0.04","178.38","93,390.00","16,658,908.20","16,658,908.20","Consumer Discretionary","CH0114405324","NASDAQ","United States","USD"
"DDOG","DATADOG INC CLASS A","Equity","0.04","136.63","121,861.00","16,649,868.43","16,649,868.43","Information Technology","US23804L1035","NASDAQ","United States","USD"
"PKI","PERKINELMER INC","Equity","0.04","187.95","88,162.00","16,570,047.90","16,570,047.90","Health Care","US7140461093","New York Stock Exchange Inc.","United States","USD"
"COLO B","COLOPLAST B","Equity","0.04","174.22","94,859.00","16,526,797.31","16,526,797.31","Health Care","DK0060448595","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"OXY","OCCIDENTAL PETROLEUM CORP","Equity","0.04","25.25","654,299.00","16,521,049.75","16,521,049.75","Energy","US6745991058","New York Stock Exchange Inc.","United States","USD"
"HBAN","HUNTINGTON BANCSHARES INC","Equity","0.04","15.37","1,074,751.00","16,518,922.87","16,518,922.87","Financials","US4461501045","NASDAQ","United States","USD"
"7733","OLYMPUS CORP","Equity","0.04","20.38","810,300.00","16,514,917.43","16,514,917.43","Health Care","JP3201200007","Tokyo Stock Exchange","Japan","JPY"
"SRT3","SARTORIUS PREF AG","Equity","0.04","669.24","24,651.00","16,497,417.49","16,497,417.49","Health Care","DE0007165631","Xetra","Germany","EUR"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Equity","0.04","13.63","1,208,787.00","16,471,182.87","16,471,182.87","Financials","SE0000148884","Nasdaq Omx Nordic","Sweden","SEK"
"AVTR","AVANTOR INC","Equity","0.04","39.93","411,245.00","16,421,012.85","16,421,012.85","Health Care","US05352A1007","New York Stock Exchange Inc.","United States","USD"
"LGEN","LEGAL AND GENERAL GROUP PLC","Equity","0.04","3.71","4,402,974.00","16,354,957.00","16,354,957.00","Financials","GB0005603997","London Stock Exchange","United Kingdom","GBP"
"CERN","CERNER CORP","Equity","0.04","76.22","214,617.00","16,358,107.74","16,358,107.74","Health Care","US1567821046","NASDAQ","United States","USD"
"SGRO","SEGRO REIT PLC","Equity","0.04","17.64","924,889.00","16,312,373.66","16,312,373.66","Real Estate","GB00B5ZN1N88","London Stock Exchange","United Kingdom","GBP"
"SAMPO","SAMPO","Equity","0.04","51.96","313,007.00","16,264,718.89","16,264,718.89","Financials","FI0009003305","Nasdaq Omx Helsinki Ltd.","Finland","EUR"
"WLN","WORLDLINE SA","Equity","0.04","88.47","183,363.00","16,221,923.28","16,221,923.28","Information Technology","FR0011981968","Nyse Euronext - Euronext Paris","France","EUR"
"MT","ARCELORMITTAL SA","Equity","0.04","34.57","469,100.00","16,217,288.94","16,217,288.94","Materials","LU1598757687","Euronext Amsterdam","France","EUR"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Equity","0.04","444.68","36,458.00","16,212,143.44","16,212,143.44","Health Care","US1598641074","New York Stock Exchange Inc.","United States","USD"
"MG","MAGNA INTERNATIONAL INC","Equity","0.04","79.30","204,210.00","16,194,371.29","16,194,371.29","Consumer Discretionary","CA5592224011","Toronto Stock Exchange","Canada","CAD"
"8801","MITSUI FUDOSAN LTD","Equity","0.04","23.00","702,786.00","16,162,063.74","16,162,063.74","Real Estate","JP3893200000","Tokyo Stock Exchange","Japan","JPY"
"2502","ASAHI GROUP HOLDINGS LTD","Equity","0.04","46.36","348,662.00","16,163,349.17","16,163,349.17","Consumer Staples","JP3116000005","Tokyo Stock Exchange","Japan","JPY"
"BFB","BROWN FORMAN CORP CLASS B","Equity","0.04","70.40","229,135.00","16,131,104.00","16,131,104.00","Consumer Staples","US1156372096","New York Stock Exchange Inc.","United States","USD"
"IP","INTERNATIONAL PAPER","Equity","0.04","59.37","271,590.00","16,124,298.30","16,124,298.30","Materials","US4601461035","New York Stock Exchange Inc.","United States","USD"
"4507","SHIONOGI LTD","Equity","0.04","62.95","254,760.00","16,038,255.22","16,038,255.22","Health Care","JP3347200002","Tokyo Stock Exchange","Japan","JPY"
"KHC","KRAFT HEINZ","Equity","0.04","36.12","443,459.00","16,017,739.08","16,017,739.08","Consumer Staples","US5007541064","NASDAQ","United States","USD"
"CARL B","CARLSBERG AS CL B","Equity","0.04","175.02","91,503.00","16,014,694.71","16,014,694.71","Consumer Staples","DK0010181759","Omx Nordic Exchange Copenhagen A/S","Denmark","DKK"
"MKC","MCCORMICK & CO NON-VOTING INC","Equity","0.04","85.45","187,358.00","16,009,741.10","16,009,741.10","Consumer Staples","US5797802064","New York Stock Exchange Inc.","United States","USD"
"HOLX","HOLOGIC INC","Equity","0.04","79.64","200,986.00","16,006,525.04","16,006,525.04","Health Care","US4364401012","NASDAQ","United States","USD"
"CE","CELANESE CORP","Equity","0.04","159.38","100,001.00","15,938,159.38","15,938,159.38","Materials","US1508701034","New York Stock Exchange Inc.","United States","USD"
"DHER","DELIVERY HERO","Equity","0.04","139.58","114,134.00","15,931,071.39","15,931,071.39","Consumer Discretionary","DE000A2E4K43","Xetra","Germany","EUR"
"CHD","CHURCH AND DWIGHT INC","Equity","0.04","83.56","189,825.00","15,861,777.00","15,861,777.00","Consumer Staples","US1713401024","New York Stock Exchange Inc.","United States","USD"
"HPE","HEWLETT PACKARD ENTERPRISE","Equity","0.04","15.31","1,035,444.00","15,852,647.64","15,852,647.64","Information Technology","US42824C1099","New York Stock Exchange Inc.","United States","USD"
"GIB.A","CGI INC","Equity","0.04","89.53","177,055.00","15,851,053.34","15,851,053.34","Information Technology","CA12532H1047","Toronto Stock Exchange","Canada","CAD"
"KDP","KEURIG DR PEPPER INC","Equity","0.04","35.26","449,068.00","15,834,137.68","15,834,137.68","Consumer Staples","US49271V1008","NASDAQ","United States","USD"
"WPM","WHEATON PRECIOUS METALS CORP","Equity","0.04","44.38","356,545.00","15,824,100.69","15,824,100.69","Materials","CA9628791027","Toronto Stock Exchange","Canada","CAD"
"G","ASSICURAZIONI GENERALI","Equity","0.04","20.19","783,623.00","15,824,473.85","15,824,473.85","Financials","IT0000062072","Borsa Italiana","Italy","EUR"
"KEY","KEYCORP","Equity","0.04","20.17","784,285.00","15,819,028.45","15,819,028.45","Financials","US4932671088","New York Stock Exchange Inc.","United States","USD"
"ALLY","ALLY FINANCIAL INC","Equity","0.04","51.90","304,765.00","15,817,303.50","15,817,303.50","Financials","US02005N1000","New York Stock Exchange Inc.","United States","USD"
"IFC","INTACT FINANCIAL CORP","Equity","0.04","137.02","115,369.00","15,808,077.86","15,808,077.86","Financials","CA45823T1066","Toronto Stock Exchange","Canada","CAD"
"SUI","SUN COMMUNITIES REIT INC","Equity","0.04","202.25","78,128.00","15,801,388.00","15,801,388.00","Real Estate","US8666741041","New York Stock Exchange Inc.","United States","USD"
