Fund Holdings as of,"30/Aug/2021"
 
Issuer Ticker,Name,Asset Class,Weight (%),Price,Nominal,Market Value,Notional Value,Sector,ISIN,Exchange,Location,Market Currency
"3552","TUNG THIH ELECTRONIC LTD","Equity","0.00","7.14","106,000.00","757,101.99","757,101.99","Consumer Discretionary","TW0003552006","Gretai Securities Market","Taiwan","TWD"
"383800","LX HOLDINGS CORP","Equity","0.00","8.57","87,903.00","753,335.90","753,335.90","Industrials","KR7383800000","Korea Exchange (Stock Market)","Korea (South)","KRW"
"001060","JW PHARMACEUTICAL CORP","Equity","0.00","23.31","32,198.00","750,555.43","750,555.43","Health Care","KR7001060003","Korea Exchange (Stock Market)","Korea (South)","KRW"
"SONDA","SONDA SA","Equity","0.00","0.53","1,408,963.00","750,506.54","750,506.54","Information Technology","CL0000001934","Santiago Stock Exchange","Chile","CLP"
"TKFEN.E","TEKFEN HOLDING A","Equity","0.00","1.73","434,208.00","750,796.41","750,796.41","Industrials","TRETKHO00012","Istanbul Stock Exchange","Turkey","TRY"
"3613","BEIJING TONG REN TANG CHINESE MEDI","Equity","0.00","1.35","555,337.00","751,751.76","751,751.76","Health Care","HK0000145638","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"AFE","AECI LTD","Equity","0.00","6.89","108,642.00","748,480.29","748,480.29","Materials","ZAE000000220","Johannesburg Stock Exchange","South Africa","ZAR"
"MEDC","MEDCO ENERGI INTERNASIONAL","Equity","0.00","0.03","22,307,612.00","748,244.19","748,244.19","Energy","ID1000053705","Indonesia Stock Exchange","Indonesia","IDR"
"272450","JIN AIR LTD","Equity","0.00","18.73","39,873.00","746,647.00","746,647.00","Industrials","KR7272450008","Korea Exchange (Stock Market)","Korea (South)","KRW"
"002294","SHENZHEN SALUBRIS PHARMACEUTICALS","Equity","0.00","3.88","192,660.00","747,076.97","747,076.97","Health Care","CNE100000FW8","Shenzhen Stock Exchange","China","CNY"
"GUBRF.E","GUBRE FABRIKALARI A","Equity","0.00","5.99","124,430.00","745,392.12","745,392.12","Materials","TRAGUBRF91E2","Istanbul Stock Exchange","Turkey","TRY"
"COSCO","COSCO CAPITAL INC","Equity","0.00","0.10","7,498,000.00","744,397.12","744,397.12","Consumer Staples","PHY1765W1054","Philippine Stock Exchange Inc.","Philippines","PHP"
"GFPT.R","GFPT NON-VOTING DR PCL","Equity","0.00","0.38","1,962,700.00","743,721.81","743,721.81","Consumer Staples","TH0297010R10","Stock Exchange Of Thailand","Thailand","THB"
"PGSUS.E","PEGASUS HAVA TASIMACILIGI A","Equity","0.00","8.43","88,165.00","743,300.39","743,300.39","Industrials","TREPEGS00016","Istanbul Stock Exchange","Turkey","TRY"
"000070","SAMYANG HOLDINGS CORP","Equity","0.00","91.27","8,105.00","739,754.47","739,754.47","Consumer Staples","KR7000070003","Korea Exchange (Stock Market)","Korea (South)","KRW"
"6010","NATIONAL AGRICULTURE DEVELOPMENT","Equity","0.00","9.97","74,223.00","740,132.30","740,132.30","Consumer Staples","SA0007879568","Saudi Stock Exchange","Saudi Arabia","SAR"
"002405","NAVINFO LTD A","Equity","0.00","1.72","428,800.00","739,150.19","739,150.19","Consumer Discretionary","CNE100000P69","Shenzhen Stock Exchange","China","CNY"
"002252","SHANGHAI RAAS BLOOD PRODUCTS LTD A","Equity","0.00","1.09","674,300.00","737,675.39","737,675.39","Health Care","CNE100000C31","Shenzhen Stock Exchange","China","CNY"
"003380","HARIM HOLDINGS LTD","Equity","0.00","8.83","83,490.00","736,981.62","736,981.62","Consumer Staples","KR7003380003","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"005440","HYUNDAIGREENFOOD LTD","Equity","0.00","8.49","86,347.00","733,340.85","733,340.85","Consumer Staples","KR7005440003","Korea Exchange (Stock Market)","Korea (South)","KRW"
"95","LVGEM CHINA REAL ESTATE INV LTD","Equity","0.00","0.24","3,094,000.00","731,164.95","731,164.95","Real Estate","KYG5727E1035","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"300251","BEIJING ENLIGHT MEDIA LTD A","Equity","0.00","1.43","510,498.00","731,472.08","731,472.08","Communication","CNE100001617","Shenzhen Stock Exchange","China","CNY"
"009450","KYUNG DONG NAVIEN LTD","Equity","0.00","56.99","12,764.00","727,433.69","727,433.69","Industrials","KR7009450008","Korea Exchange (Stock Market)","Korea (South)","KRW"
"3563","MACHVISION INC","Equity","0.00","9.37","77,766.00","728,929.46","728,929.46","Information Technology","TW0003563003","Taiwan Stock Exchange","Taiwan","TWD"
"1317","CHINA MAPLE LEAF EDUCATIONAL SYSTE","Equity","0.00","0.20","3,674,000.00","726,669.79","726,669.79","Consumer Discretionary","KYG211511160","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"UPRO","YUNIPRO","Equity","0.00","0.04","18,859,910.00","726,375.05","726,375.05","Utilities","RU000A0JNGA5","Standard-Classica-Forts","Russian Federation","RUB"
"UNISEM","UNISEM M","Equity","0.00","2.07","350,300.00","723,857.83","723,857.83","Information Technology","MYL5005OO003","Bursa Malaysia","Malaysia","MYR"
"TRG","TRG PAKISTAN LTD","Equity","0.00","0.97","750,000.00","725,097.92","725,097.92","Industrials","PK0079201015","Karachi Stock Exchange (Guarantee) Limited","Pakistan","PKR"
"3002","NAJRAN CEMENT COMPANY","Equity","0.00","5.71","126,775.00","723,346.93","723,346.93","Materials","SA132051ET14","Saudi Stock Exchange","Saudi Arabia","SAR"
"EBON","EBANG INTL HLDG INC CLASS A","Equity","0.00","2.52","287,577.00","724,694.04","724,694.04","Information Technology","KYG3R33A1063","NASDAQ","China","USD"
"6826","SHANGHAI HAOHAI BIOLOGICAL TECHNOL","Equity","0.00","8.50","85,000.00","722,693.50","722,693.50","Health Care","CNE100001W69","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"ENGINERSIN","ENGINEERS INDIA LTD","Equity","0.00","0.98","736,958.00","722,104.57","722,104.57","Industrials","INE510A01028","National Stock Exchange Of India","India","INR"
"300383","BEIJING SINNET TECHNOLOGY LTD A","Equity","0.00","2.21","327,195.00","722,475.89","722,475.89","Information Technology","CNE100001S16","Shenzhen Stock Exchange","China","CNY"
"000656","JINKE PROPERTY GROUP LTD A","Equity","0.00","0.72","1,001,172.00","720,367.93","720,367.93","Real Estate","CNE000000073","Shenzhen Stock Exchange","China","CNY"
"041190","WOORI TECHNOLOGY INVESTMENT LTD","Equity","0.00","6.72","106,928.00","718,443.26","718,443.26","Financials","KR7041190000","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"012630","HDC HOLDINGS LTD","Equity","0.00","10.03","71,506.00","716,990.36","716,990.36","Materials","KR7012630000","Korea Exchange (Stock Market)","Korea (South)","KRW"
"6244","MOTECH INDUSTRIES INC","Equity","0.00","1.09","658,000.00","716,208.19","716,208.19","Information Technology","TW0006244007","Gretai Securities Market","Taiwan","TWD"
"GPPL","GUJARAT PIPAVAV PORT LTD","Equity","0.00","1.39","514,998.00","716,867.06","716,867.06","Industrials","INE517F01014","National Stock Exchange Of India","India","INR"
"CARE","METRO HEALTHCARE INDONESIA","Equity","0.00","0.03","25,097,400.00","716,070.56","716,070.56","Health Care","ID1000154909","Indonesia Stock Exchange","Indonesia","IDR"
"BBAR","BANCO BBVA ARGENTINA ADR SA","Equity","0.00","4.44","161,000.00","714,840.00","714,840.00","Financials","US0589341009","New York Stock Exchange Inc.","Argentina","USD"
"1234","CHINA LILANG LTD","Equity","0.00","0.62","1,148,143.00","715,179.33","715,179.33","Consumer Discretionary","KYG211411098","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"VIPIND","VIP INDUSTRIES LTD","Equity","0.00","6.39","111,403.00","712,413.40","712,413.40","Consumer Discretionary","INE054A01027","National Stock Exchange Of India","India","INR"
"300357","ZHEJIANG WOLWO BIO-PHARMACEUTICAL","Equity","0.00","8.13","87,700.00","713,395.38","713,395.38","Health Care","CNE100001R58","Shenzhen Stock Exchange","China","CNY"
"095610","TES LTD","Equity","0.00","23.48","30,298.00","711,458.37","711,458.37","Information Technology","KR7095610002","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"6100","TONGDAO LIEPIN GROUP","Equity","0.00","1.73","408,600.00","708,450.26","708,450.26","Communication","KYG8919T1022","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"POMO4","MARCOPOLO PREF SA","Equity","0.00","0.54","1,313,335.00","709,315.15","709,315.15","Industrials","BRPOMOACNPR7","XBSP","Brazil","BRL"
"VNT.R","VINYTHAI NON-VOTING DR PCL","Equity","0.00","1.16","614,100.00","709,450.09","709,450.09","Materials","TH0475010R12","Stock Exchange Of Thailand","Thailand","THB"
"SUNTV","SUN TV NETWORK LTD","Equity","0.00","6.62","106,955.00","708,052.20","708,052.20","Communication","INE424H01027","National Stock Exchange Of India","India","INR"
"BAJAJCON","BAJAJ CONSUMER CARE LTD","Equity","0.00","3.41","207,879.00","709,649.72","709,649.72","Consumer Staples","INE933K01021","National Stock Exchange Of India","India","INR"
"SAR","SAR CASH(COMMITTED)","Cash","0.00","26.66","2,653,297.00","707,432.80","707,432.80","Cash and/or Derivatives","-","-","Saudi Arabia","SAR"
"LPKR","LIPPO KARAWACI","Equity","0.00","0.01","77,618,690.00","707,588.61","707,588.61","Real Estate","ID1000108905","Indonesia Stock Exchange","Indonesia","IDR"
"337","GREENLAND HONG KONG HOLDINGS LTD","Equity","0.00","0.28","2,516,000.00","704,440.58","704,440.58","Real Estate","KYG4587S1049","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"243070","HUONS LTD","Equity","0.00","48.94","14,426.00","705,938.72","705,938.72","Health Care","KR7243070000","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"000627","HUBEI BIOCAUSE PHARMACEUTICAL LTD","Equity","0.00","0.53","1,333,300.00","705,580.73","705,580.73","Financials","CNE000000F48","Shenzhen Stock Exchange","China","CNY"
"2388","VIA TECHNOLOGIES INC","Equity","0.00","1.75","404,000.00","705,035.71","705,035.71","Information Technology","TW0002388006","Taiwan Stock Exchange","Taiwan","TWD"
"018000","UNISON LTD","Equity","0.00","3.03","232,567.00","704,567.29","704,567.29","Industrials","KR7018000000","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"603517","JUEWEI FOOD LTD A","Equity","0.00","10.20","69,000.00","703,602.27","703,602.27","Consumer Staples","CNE100002RT5","Shanghai Stock Exchange","China","CNY"
"THANI.R","RATCHTHANI LEASING NON-VOTING DR P","Equity","0.00","0.14","5,173,251.00","701,241.66","701,241.66","Financials","TH0697010R11","Stock Exchange Of Thailand","Thailand","THB"
"081000","ILJIN DIAMOND LTD","Equity","0.00","44.99","15,580.00","700,989.84","700,989.84","Industrials","KR7081000002","Korea Exchange (Stock Market)","Korea (South)","KRW"
"TV18BRDCST","TV18 BROADCAST LTD","Equity","0.00","0.47","1,489,906.00","701,472.87","701,472.87","Communication","INE886H01027","National Stock Exchange Of India","India","INR"
"GISS","GULF INTERNATIONAL SERVICES","Equity","0.00","0.41","1,706,592.00","701,197.92","701,197.92","Energy","QA000A0Q6LH4","Qatar Exchange","Qatar","QAR"
"BERA.E","BERA HOLDING","Equity","0.00","1.13","619,395.00","700,699.83","700,699.83","Industrials","TREKMBH00014","Istanbul Stock Exchange","Turkey","TRY"
"603345","FUJIAN ANJOY FOODS LTD A","Equity","0.00","23.98","29,200.00","700,292.14","700,292.14","Consumer Staples","CNE100002YQ7","Shanghai Stock Exchange","China","CNY"
"VAMO3","VAMOS LOCACAO DE CAMINHOES MAQUINA","Equity","0.00","3.06","228,704.00","700,976.32","700,976.32","Industrials","BRVAMOACNOR7","XBSP","Brazil","BRL"
"TRY","TRY CASH","Cash","0.00","11.93","5,855,230.00","698,714.74","698,714.74","Cash and/or Derivatives","-","-","Turkey","TRY"
"033180","KH FEELUX LTD","Equity","0.00","2.72","256,426.00","696,636.60","696,636.60","Information Technology","KR7033180001","Korea Exchange (Stock Market)","Korea (South)","KRW"
"4137","CHLITINA HOLDING LTDINARY","Equity","0.00","7.00","99,249.00","694,598.37","694,598.37","Consumer Staples","KYG211641017","Taiwan Stock Exchange","Taiwan","TWD"
"002350","NEXEN TIRE CORP","Equity","0.00","7.20","96,649.00","695,763.47","695,763.47","Consumer Discretionary","KR7002350007","Korea Exchange (Stock Market)","Korea (South)","KRW"
"SYMPHONY","SYMPHONY LTD","Equity","0.00","13.07","53,029.00","693,031.80","693,031.80","Consumer Discretionary","INE225D01027","National Stock Exchange Of India","India","INR"
"002463","WUS PRINTED CIRCUIT (KUNSHAN) LTD","Equity","0.00","1.73","398,523.00","687,576.43","687,576.43","Information Technology","CNE100000SP5","Shenzhen Stock Exchange","China","CNY"
"SGD","SGD CASH","Cash","0.00","74.39","921,104.00","685,243.53","685,243.53","Cash and/or Derivatives","-","-","Singapore","SGD"
"1795","LOTUS PHARMACEUTICAL LTD","Equity","0.00","3.78","181,722.00","686,569.99","686,569.99","Health Care","TW0001795003","Taiwan Stock Exchange","Taiwan","TWD"
"002044","MEINIAN ONEHEALTH HEALTHCARE HOLDI","Equity","0.00","1.12","611,500.00","684,112.43","684,112.43","Health Care","CNE000001LV7","Shenzhen Stock Exchange","China","CNY"
"053210","KT SKYLIFE LTD","Equity","0.00","8.78","77,878.00","684,106.35","684,106.35","Communication","KR7053210001","Korea Exchange (Stock Market)","Korea (South)","KRW"
"8406","GINKO INTERNATIONAL LTD","Equity","0.00","7.32","93,450.00","684,276.67","684,276.67","Health Care","KYG390101064","Gretai Securities Market","Taiwan","TWD"
"300677","INTCO MEDICAL TECHNOLOGY LTD A","Equity","0.00","15.73","43,500.00","684,344.54","684,344.54","Health Care","CNE100003456","Shenzhen Stock Exchange","China","CNY"
"2231","CUB ELECPARTS INC","Equity","0.00","5.40","126,520.00","682,870.66","682,870.66","Consumer Discretionary","TW0002231008","Taiwan Stock Exchange","Taiwan","TWD"
"600872","JONJEE HI-TECH INDUSTRIAL AND COMM","Equity","0.00","4.84","140,511.00","680,095.33","680,095.33","Consumer Staples","CNE000000HK0","Shanghai Stock Exchange","China","CNY"
"FWRY","FAWRY FOR BANKING TECHNOLOGY AND E","Equity","0.00","0.98","689,096.00","678,123.13","678,123.13","Information Technology","EGS745L1C014","Egyptian Exchange","Egypt","EGP"
"ZEPP","ZEPP HEALTH CORPORATION ADR EACH R","Equity","0.00","10.95","61,772.00","676,403.40","676,403.40","Information Technology","US98945L1052","New York Stock Exchange Inc.","China","USD"
"EUR","EUR CASH","Cash","0.00","117.99","572,880.00","675,940.98","675,940.98","Cash and/or Derivatives","-","-","European Union","EUR"
"216080","JETEMA LTD","Equity","0.00","28.75","23,490.00","675,399.15","675,399.15","Health Care","KR7216080002","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"FLOT","SOVKOMFLOT","Equity","0.00","1.19","567,780.00","675,641.31","675,641.31","Energy","RU000A0JXNU8","Standard-Classica-Forts","Russian Federation","RUB"
"SGP.R","SIAMGAS AND PETROCHEMICALS NON-VOT","Equity","0.00","0.36","1,879,800.00","671,770.79","671,770.79","Energy","TH0979010R13","Stock Exchange Of Thailand","Thailand","THB"
"QAR","QAR CASH","Cash","0.00","27.46","2,439,212.00","669,929.22","669,929.22","Cash and/or Derivatives","-","-","Qatar","QAR"
"600489","ZHONGJIN GOLD CORP LTD A","Equity","0.00","1.37","489,000.00","670,402.01","670,402.01","Materials","CNE000001FM8","Shanghai Stock Exchange","China","CNY"
"050890","SOLID INC","Equity","0.00","6.16","108,932.00","671,226.88","671,226.88","Information Technology","KR7050890003","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"GOTU","GAOTU TECHEDU ADR REPRESENTING I","Equity","0.00","2.69","248,752.00","669,142.88","669,142.88","Consumer Discretionary","US36257Y1091","New York Stock Exchange Inc.","China","USD"
"002320","HANJIN TRANSPORTATION LTD","Equity","0.00","33.81","19,791.00","669,113.38","669,113.38","Industrials","KR7002320000","Korea Exchange (Stock Market)","Korea (South)","KRW"
"FESA4","FERBASA PREF","Equity","0.00","10.82","61,798.00","668,717.93","668,717.93","Materials","BRFESAACNPR5","XBSP","Brazil","BRL"
"1789","SCINOPHARM TAIWAN LTD","Equity","0.00","0.88","764,182.00","669,551.18","669,551.18","Health Care","TW0001789006","Taiwan Stock Exchange","Taiwan","TWD"
"1773","TIANLI EDUCATION INTERNATIONAL HOL","Equity","0.00","0.25","2,659,000.00","665,932.46","665,932.46","Consumer Discretionary","KYG888461038","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"GBP","GBP CASH","Cash","0.00","137.57","483,094.00","664,615.91","664,615.91","Cash and/or Derivatives","-","-","United Kingdom","GBP"
"017810","PULMUONE LTD","Equity","0.00","14.87","44,726.00","665,035.01","665,035.01","Consumer Staples","KR7017810003","Korea Exchange (Stock Market)","Korea (South)","KRW"
"LSIP","PP LONDON SUMATRA INDONESIA","Equity","0.00","0.08","8,732,000.00","665,382.05","665,382.05","Consumer Staples","ID1000118409","Indonesia Stock Exchange","Indonesia","IDR"
"026890","DIGITAL POWER COMMUNICATIONS LTD","Equity","0.00","12.30","53,995.00","664,034.15","664,034.15","Information Technology","KR7026890004","Korea Exchange (Stock Market)","Korea (South)","KRW"
"000860","BEIJING SHUNXIN AGRICULTURE LTD A","Equity","0.00","4.84","137,544.00","665,734.58","665,734.58","Consumer Staples","CNE000000XH3","Shenzhen Stock Exchange","China","CNY"
"ZYDUSWELL","ZYDUS WELLNESS LTD","Equity","0.00","31.36","21,227.00","665,631.33","665,631.33","Consumer Staples","INE768C01010","National Stock Exchange Of India","India","INR"
"ZENSARTECH","ZENSAR TECHNOLOGIES LTD","Equity","0.00","6.11","108,476.00","662,904.04","662,904.04","Information Technology","INE520A01027","National Stock Exchange Of India","India","INR"
"3301","RONSHINE CHINA HOLDINGS LTD","Equity","0.00","0.54","1,217,261.00","661,304.24","661,304.24","Real Estate","KYG763681023","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"5471","SONIX TECHNOLOGY LTD","Equity","0.00","3.29","201,000.00","660,320.60","660,320.60","Information Technology","TW0005471007","Taiwan Stock Exchange","Taiwan","TWD"
"200230","TELCON RF PHARMACEUTICAL INC","Equity","0.00","3.91","168,776.00","660,292.62","660,292.62","Information Technology","KR7200230001","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"POL","PAKISTAN OIL FIELDS LTD","Equity","0.00","2.38","275,754.00","657,223.39","657,223.39","Energy","PK0023901017","Karachi Stock Exchange (Guarantee) Limited","Pakistan","PKR"
"297","SINOFERT HOLDINGS LTD","Equity","0.00","0.19","3,482,000.00","657,390.37","657,390.37","Materials","BMG8403G1033","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"068240","DAWONSYS LTD","Equity","0.00","18.00","36,536.00","657,544.67","657,544.67","Industrials","KR7068240001","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"CAML3","CAMIL ALIMENTOS SA","Equity","0.00","1.84","358,000.00","657,393.89","657,393.89","Consumer Staples","BRCAMLACNOR3","XBSP","Brazil","BRL"
"INTB3","INTELBRAS TELECOMUNICACOES SA","Equity","0.00","5.67","115,721.00","655,574.14","655,574.14","Information Technology","BRINTBACNOR9","XBSP","Brazil","BRL"
"QD","QUDIAN AMERICAN DEPOSITORY SHARES","Equity","0.00","1.66","393,773.00","653,663.18","653,663.18","Financials","US7477981069","New York Stock Exchange Inc.","China","USD"
"3016","EPISIL-PRECISION INC","Equity","0.00","3.23","202,000.00","652,703.16","652,703.16","Information Technology","TW0003016002","Taiwan Stock Exchange","Taiwan","TWD"
"8942","XXENTRIA TECHNOLOGY MATERIALS LTD","Equity","0.00","2.54","257,000.00","651,943.94","651,943.94","Industrials","TW0008942004","Gretai Securities Market","Taiwan","TWD"
"2208","CSBC CORP","Equity","0.00","0.87","748,182.00","651,494.32","651,494.32","Industrials","TW0002208006","Taiwan Stock Exchange","Taiwan","TWD"
"VESTL.E","VESTEL ELEKTRONIK SANAYI VE TICARE","Equity","0.00","3.43","189,237.00","648,554.49","648,554.49","Consumer Discretionary","TRAVESTL91H6","Istanbul Stock Exchange","Turkey","TRY"
"600498","FIBERHOME TELECOMMUNICATION TECHNO","Equity","0.00","2.81","231,697.00","649,996.38","649,996.38","Information Technology","CNE0000018P2","Shanghai Stock Exchange","China","CNY"
"RS.R","RS NON-VOTING DR PCL","Equity","0.00","0.61","1,063,900.00","648,959.33","648,959.33","Communication","TH0705010R12","Stock Exchange Of Thailand","Thailand","THB"
"GUAR3","GUARARAPES SA","Equity","0.00","3.03","214,215.00","648,303.71","648,303.71","Consumer Discretionary","BRGUARACNOR4","XBSP","Brazil","BRL"
"011930","SHINSUNG E&G LTD","Equity","0.00","1.99","325,844.00","647,862.26","647,862.26","Information Technology","KR7011930005","Korea Exchange (Stock Market)","Korea (South)","KRW"
"2552","HUA MEDICINE","Equity","0.00","0.59","1,099,500.00","643,928.00","643,928.00","Health Care","KYG4644K1022","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"EUR","EUROCASH SA","Equity","0.00","3.06","210,842.00","644,416.63","644,416.63","Consumer Staples","PLEURCH00011","Warsaw Stock Exchange/Equities/Main Market","Poland","PLN"
"1515","REXON INDUSTRIAL CORP LTD","Equity","0.00","2.55","251,000.00","641,239.23","641,239.23","Industrials","TW0001515005","Taiwan Stock Exchange","Taiwan","TWD"
"WESTLIFE","WESTLIFE DEVELOPMENT LTD","Equity","0.00","7.30","87,545.00","639,291.91","639,291.91","Consumer Discretionary","INE274F01020","National Stock Exchange Of India","India","INR"
"009290","KWANGDONG PHARMACEUTICAL LTD","Equity","0.00","7.03","91,047.00","639,829.80","639,829.80","Health Care","KR7009290008","Korea Exchange (Stock Market)","Korea (South)","KRW"
"084110","HUONS GLOBAL LTD","Equity","0.00","58.88","10,871.00","640,046.02","640,046.02","Health Care","KR7084110006","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"1808","RUN LONG CONSTRUCTION LTD","Equity","0.00","2.09","304,800.00","638,301.64","638,301.64","Industrials","TW0001808004","Taiwan Stock Exchange","Taiwan","TWD"
"082640","TONG YANG LIFE INSURANCE LTD","Equity","0.00","4.61","138,274.00","637,540.49","637,540.49","Financials","KR7082640004","Korea Exchange (Stock Market)","Korea (South)","KRW"
"140860","PARKSYSTEMS CORP","Equity","0.00","102.84","6,179.00","635,454.43","635,454.43","Information Technology","KR7140860008","Korea Exchange (Kosdaq)","Korea (South)","KRW"
"THYROCARE","THYROCARE TECHNOLOGIES LTD","Equity","0.00","16.69","38,114.00","635,971.06","635,971.06","Health Care","INE594H01019","National Stock Exchange Of India","India","INR"
"603233","DASHENLIN PHARMACEUTICAL GROUP LTD","Equity","0.00","6.90","92,280.00","636,847.09","636,847.09","Consumer Staples","CNE100002RG2","Shanghai Stock Exchange","China","CNY"
"002624","PERFECT WORLD LTD A","Equity","0.00","2.10","300,500.00","632,377.06","632,377.06","Communication","CNE1000018W6","Shenzhen Stock Exchange","China","CNY"
"FINEORG","FINE ORGANIC INDUSTRIES LTD","Equity","0.00","38.39","16,474.00","632,504.26","632,504.26","Materials","INE686Y01026","National Stock Exchange Of India","India","INR"
"8163","DARFON ELECTRONICS CORP","Equity","0.00","1.58","399,000.00","630,268.25","630,268.25","Information Technology","TW0008163007","Taiwan Stock Exchange","Taiwan","TWD"
"ERIS","ERIS LIFESCIENCES LTD","Equity","0.00","9.94","63,478.00","630,692.04","630,692.04","Health Care","INE406M01024","National Stock Exchange Of India","India","INR"
"DBL","DILIP BUILDCON LTD","Equity","0.00","7.07","89,031.00","629,306.19","629,306.19","Industrials","INE917M01012","National Stock Exchange Of India","India","INR"
"298040","HYOSUNG HEAVY INDUSTRIES CORP","Equity","0.00","69.76","8,947.00","624,146.89","624,146.89","Industrials","KR7298040007","Korea Exchange (Stock Market)","Korea (South)","KRW"
"1349","SHANGHAI FUDAN-ZHANGJIANG BIO-PHAR","Equity","0.00","0.53","1,167,000.00","623,507.12","623,507.12","Health Care","CNE1000000W4","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"APIC","PACIFIC STRATEGIC FINANCIAL","Equity","0.00","0.06","10,174,400.00","623,066.95","623,066.95","Financials","ID1000101009","Indonesia Stock Exchange","Indonesia","IDR"
"002157","JIANGXI ZHENGBANG TECHNOLOGY LTD A","Equity","0.00","1.30","478,603.00","622,822.28","622,822.28","Consumer Staples","CNE1000006H2","Shenzhen Stock Exchange","China","CNY"
"TEND3","CONSTRUTORA TENDA SA","Equity","0.00","3.98","156,396.00","622,947.41","622,947.41","Consumer Discretionary","BRTENDACNOR4","XBSP","Brazil","BRL"
"ICLK","ICLICK INTERACTIVE ASIA AMERICAN D","Equity","0.00","4.83","129,054.00","623,330.82","623,330.82","Communication","US45113Y1047","NASDAQ","China","USD"
"6050","SAUDI FISHERIES","Equity","0.00","15.38","40,352.00","620,783.45","620,783.45","Consumer Staples","SA0007879600","Saudi Stock Exchange","Saudi Arabia","SAR"
"SOKM.E","SOK MARKETLER TICARET","Equity","0.00","1.48","418,053.00","618,099.84","618,099.84","Consumer Staples","TRESOKM00022","Istanbul Stock Exchange","Turkey","TRY"
"1133","HARBIN ELECTRIC LTD H","Equity","0.00","0.31","2,008,000.00","618,945.18","618,945.18","Industrials","CNE1000003C0","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"002153","BEIJING SHIJI INFORMATION TECHNOLO","Equity","0.00","2.72","227,411.00","618,618.73","618,618.73","Information Technology","CNE100000668","Shenzhen Stock Exchange","China","CNY"
"6548","CHANG WAH TECHNOLOGY LTD","Equity","0.00","3.98","155,000.00","616,285.55","616,285.55","Information Technology","TW0006548001","Gretai Securities Market","Taiwan","TWD"
"003850","BORYUNG PHARMACEUTICAL LTD","Equity","0.00","14.23","43,399.00","617,408.75","617,408.75","Health Care","KR7003850005","Korea Exchange (Stock Market)","Korea (South)","KRW"
"TUPY3","TUPY SA","Equity","0.00","4.30","143,329.00","616,792.85","616,792.85","Consumer Discretionary","BRTUPYACNOR1","XBSP","Brazil","BRL"
"2030","SAUDI ARABIA REFINERIES","Equity","0.00","44.26","13,921.00","616,137.68","616,137.68","Energy","SA0007879147","Saudi Stock Exchange","Saudi Arabia","SAR"
"NH","NARAYANA HRUDAYALAYA LTD","Equity","0.00","7.23","84,906.00","614,285.21","614,285.21","Health Care","INE410P01011","National Stock Exchange Of India","India","INR"
"BOURSA","BOURSA KUWAIT SECURITIES COMPANY","Equity","0.00","5.47","112,615.00","615,863.28","615,863.28","Financials","KW0EQ0607022","Kuwait Stock Exchange","Kuwait","KWD"
"HYP","HYPROP INVS LTD","Equity","0.00","1.81","339,170.00","615,357.08","615,357.08","Real Estate","ZAE000190724","Johannesburg Stock Exchange","South Africa","ZAR"
"2349","RITEK CORP","Equity","0.00","0.35","1,775,803.00","615,970.38","615,970.38","Information Technology","TW0002349008","Taiwan Stock Exchange","Taiwan","TWD"
"600298","ANGEL YEAST LTD A","Equity","0.00","6.30","97,700.00","615,746.14","615,746.14","Consumer Staples","CNE0000014G0","Shanghai Stock Exchange","China","CNY"
"2168","KAISA PROSPERITY HOLDINGS LTD","Equity","0.00","3.21","191,750.00","615,676.55","615,676.55","Real Estate","KYG522441032","Hong Kong Exchanges And Clearing Ltd","China","HKD"
"005850","SL CORP","Equity","0.00","23.74","25,842.00","613,466.51","613,466.51","Consumer Discretionary","KR7005850003","Korea Exchange (Stock Market)","Korea (South)","KRW"
"CABLE","GULF CABLE AND ELECTRICAL INDUSTRI","Equity","0.00","2.67","229,457.00","613,309.27","613,309.27","Industrials","KW0EQ0500862","Kuwait Stock Exchange","Kuwait","KWD"
"MNCN","MEDIA NUSANTARA CITRA","Equity","0.00","0.06","10,057,800.00","612,426.93","612,426.93","Communication","ID1000106206","Indonesia Stock Exchange","Indonesia","IDR"
